School_Name,Location_Code,District,Latitude,Longitude,City,Zip,Grade_Low,Grade_High,Economic_Need_Index,School_Income_Estimate,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent Black / Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Rigorous_Instruction_Rating,Collaborative Teachers %,Collaborative_Teachers_Rating,Supportive Environment %,Supportive_Environment_Rating,Effective School Leadership %,Effective_School_Leadership_Rating,Strong Family-Community Ties %,Strong_Family-Community_Ties_Rating,Trust %,Trust_Rating,Student_Achievement_Rating,Average_ELA_Proficiency,Average_Math_Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
EAST SIDE COMMUNITY SCHOOL,01M450,1,40.72915,-73.98247,NEW YORK,10009,6,12,0.61,NA,0.01,0.11,0.21,0.53,0.74,0.12,0.97,0.05,0.92,Exceeding Target,0.95,Exceeding Target,0.92,Exceeding Target,0.96,Exceeding Target,0.88,Exceeding Target,0.95,Exceeding Target,Exceeding Target,2.82,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9,0,1,2,1,3,0,0,3,70,15,0,0,5,3,7,0,0,3,80,7,0,1,2,0,4,0,0,4,78,9,0,2,0,0,3,0,0,5,60,3,0,0,0,2,1,0,0,2,56,9,0,1,2,4,2,0,0,5
NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY AND MATH HIGH SCHOOL,01M539,1,40.7195,-73.97924,NEW YORK,10002,0K,12,0.257,76833.96,0,0.33,0.09,0.11,0.2,0.42,0.97,0.03,0.81,Exceeding Target,0.73,Approaching Target,0.85,Meeting Target,0.55,Not Meeting Target,0.81,Approaching Target,0.74,Not Meeting Target,Exceeding Target,3.83,4.03,110,55,0,2,1,22,26,4,0,5,109,91,0,0,5,33,39,0,0,9,114,81,0,3,8,33,32,5,0,8,114,94,0,2,10,36,40,6,0,9,109,76,0,4,0,26,43,0,0,10,109,90,0,4,0,30,51,0,0,8,142,89,0,7,6,30,41,0,0,8,142,127,0,8,8,39,65,0,0,12,112,74,0,3,4,21,42,0,0,8,105,74,0,2,3,21,44,0,0,9,120,65,0,2,0,31,27,0,0,13,0,0,0,0,0,0,0,0,0,0
TOMPKINS SQUARE MIDDLE SCHOOL,01M839,1,40.72375,-73.9816,NEW YORK,10009,6,8,0.597,NA,0.03,0.23,0.16,0.37,0.53,0.2,0.96,0.07,0.9,Exceeding Target,0.89,Exceeding Target,0.88,Meeting Target,0.86,Meeting Target,0.83,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.92,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,20,0,0,4,4,8,0,0,7,97,30,0,0,3,14,9,0,0,14,93,22,0,0,4,8,6,0,0,13,93,10,0,0,1,5,3,0,0,7,75,12,0,0,5,2,0,0,0,6,59,5,0,0,2,1,0,0,0,2
P.S. 001 ALFRED E. SMITH,02M001,2,40.71256,-73.99747,NEW YORK,10038,PK,5,0.769,32817.79,0.25,0.64,0.12,0.22,0.34,0.01,0.95,0.18,0.89,Meeting Target,0.91,Meeting Target,0.95,Meeting Target,0.86,Meeting Target,0.87,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.59,3.14,50,7,0,3,0,4,0,0,0,5,51,26,0,3,0,22,0,0,5,16,61,13,0,1,0,12,0,0,0,10,64,27,0,0,1,26,0,0,3,15,71,6,0,0,0,6,0,0,0,3,70,18,0,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 002 MEYER LONDON,02M002,2,40.71294,-73.99156,NEW YORK,10002,PK,5,0.858,26114.78,0.36,0.85,0.04,0.09,0.13,0.01,0.98,0.06,0.93,Approaching Target,0.86,Meeting Target,0.94,Meeting Target,0.76,Approaching Target,0.83,Meeting Target,0.89,Meeting Target,Meeting Target,2.75,3.24,125,8,0,0,0,8,0,0,1,0,128,62,0,0,1,60,0,0,9,0,106,13,0,0,1,11,0,0,0,0,109,52,0,0,1,50,0,0,9,0,104,11,0,0,0,11,0,0,0,10,106,29,0,0,0,28,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 003 CHARRETTE SCHOOL,02M003,2,40.73263,-74.00595,NEW YORK,10014,PK,5,0.176,103399.19,0.04,0.07,0.05,0.12,0.18,0.7,0.95,0.13,0.97,Exceeding Target,0.93,Meeting Target,0.97,Meeting Target,0.93,Exceeding Target,0.96,Exceeding Target,0.95,Exceeding Target,Meeting Target,3.09,3.41,105,9,0,1,1,1,6,0,0,0,105,52,0,2,3,4,42,0,1,5,142,44,0,0,6,0,30,4,0,1,143,61,0,0,3,0,44,7,0,3,61,18,0,0,1,3,13,0,0,3,59,27,0,0,2,6,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 006 LILLIE D. BLAKE,02M006,2,40.7777,-73.96043,NEW YORK,10028,0K,5,0.101,144270.13,0.02,0.13,0.02,0.07,0.09,0.75,0.96,0.05,0.87,Meeting Target,0.9,Exceeding Target,0.95,Exceeding Target,0.87,Meeting Target,0.92,Exceeding Target,0.9,Meeting Target,Exceeding Target,3.4,3.71,125,45,0,0,0,5,37,0,0,2,126,83,0,0,3,11,65,0,0,4,117,53,0,0,5,9,36,0,0,4,119,70,0,0,4,14,49,0,0,5,109,52,0,0,6,0,40,0,0,2,110,55,0,0,6,0,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 011 WILLIAM T. HARRIS,02M011,2,40.74455,-74.00074,NEW YORK,10011,PK,5,0.293,98455.77,0.03,0.14,0.07,0.25,0.32,0.49,0.96,0.1,0.93,Exceeding Target,0.93,Exceeding Target,0.98,Exceeding Target,0.91,Exceeding Target,0.93,Exceeding Target,0.95,Exceeding Target,Meeting Target,3.12,3.35,179,39,0,0,5,11,21,2,0,3,179,81,0,0,12,22,42,5,0,9,145,60,0,0,5,18,35,0,0,5,149,70,0,0,6,20,41,0,4,9,122,28,0,0,4,0,18,0,0,5,122,43,0,0,8,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 033 CHELSEA PREP,02M033,2,40.74894,-74.00024,NEW YORK,10001,PK,5,0.43,88011.14,0.04,0.25,0.12,0.3,0.42,0.26,0.96,0.13,0.97,Exceeding Target,0.9,Exceeding Target,0.94,Exceeding Target,0.82,Meeting Target,0.92,Exceeding Target,0.89,Meeting Target,Meeting Target,3.04,3.4,91,20,0,0,2,5,11,2,0,2,92,52,0,1,6,17,24,4,0,9,97,44,0,0,4,15,20,0,0,8,98,52,0,0,5,20,23,0,0,13,94,36,0,0,3,18,13,0,0,8,94,39,0,0,3,20,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 040 AUGUSTUS SAINT-GAUDENS,02M040,2,40.73512,-73.9817,NEW YORK,10003,PK,5,0.153,102421.46,0.03,0.09,0.03,0.13,0.16,0.64,0.96,0.07,0.97,Exceeding Target,0.94,Exceeding Target,0.99,Exceeding Target,0.91,Exceeding Target,0.96,Exceeding Target,0.96,Exceeding Target,Exceeding Target,3.39,3.65,93,26,0,0,4,0,15,3,0,0,95,49,0,0,4,5,35,0,0,3,88,49,0,0,5,5,36,0,0,4,90,48,0,0,4,6,34,0,0,4,93,54,0,0,4,6,38,0,0,2,94,52,0,0,6,4,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 041 GREENWICH VILLAGE,02M041,2,40.73553,-73.99911,NEW YORK,10011,PK,5,0.066,115909.89,0.02,0.09,0.02,0.1,0.11,0.69,0.97,0.02,0.95,Exceeding Target,0.96,Exceeding Target,0.98,Exceeding Target,0.92,Exceeding Target,0.95,Exceeding Target,0.98,Exceeding Target,Exceeding Target,3.44,3.7,110,25,0,0,2,2,16,0,0,0,110,57,0,0,4,11,37,0,0,0,111,65,0,0,5,7,50,3,0,0,111,66,0,0,6,8,47,5,0,0,107,45,0,0,4,5,35,0,0,3,106,50,0,0,5,6,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 042 BENJAMIN ALTMAN,02M042,2,40.71614,-73.99084,NEW YORK,10002,PK,5,0.785,NA,0.27,0.93,0,0.04,0.04,0.02,0.98,0.02,0.91,Exceeding Target,0.94,Meeting Target,0.96,Exceeding Target,0.89,Exceeding Target,0.85,Meeting Target,0.96,Exceeding Target,Exceeding Target,2.94,3.55,129,23,0,0,0,18,0,0,3,12,130,69,0,0,0,62,0,0,7,42,124,33,0,0,0,0,0,0,0,20,127,79,0,0,0,0,0,0,3,50,128,30,0,0,0,27,0,0,0,19,130,68,0,0,0,66,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 051 ELIAS HOWE,02M051,2,40.76159,-73.99559,NEW YORK,10036,0K,5,0.626,91149.35,0.09,0.24,0.12,0.42,0.55,0.2,0.94,0.15,0.9,Meeting Target,0.95,Exceeding Target,0.97,Exceeding Target,0.91,Exceeding Target,0.89,Meeting Target,0.97,Exceeding Target,Exceeding Target,2.55,2.83,45,1,0,0,0,0,0,0,0,0,45,14,0,0,5,6,0,0,0,6,48,9,0,0,5,1,3,0,0,4,50,7,0,0,3,1,3,0,0,2,45,6,0,1,1,2,0,0,0,2,45,11,0,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 059 BEEKMAN HILL INTERNATIONAL,02M059,2,40.75921,-73.96618,NEW YORK,10019,0K,5,0.075,116235.64,0.04,0.15,0.02,0.13,0.15,0.59,0.96,0.06,0.87,Exceeding Target,0.87,Exceeding Target,0.95,Exceeding Target,0.76,Approaching Target,0.94,Exceeding Target,0.89,Meeting Target,Exceeding Target,3.24,3.62,95,21,0,0,3,1,16,0,0,0,97,48,0,0,5,3,35,0,0,3,92,35,0,0,4,5,19,0,0,3,94,53,0,0,9,10,26,0,0,7,91,41,0,0,4,4,29,4,0,4,91,46,0,0,6,4,33,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 77 LOWER LAB SCHOOL,02M077,2,40.78501,-73.95003,NEW YORK,10128,0K,5,0.069,105947.71,0,0.27,0,0.05,0.06,0.59,0.97,0.01,0.93,Exceeding Target,0.96,Exceeding Target,0.98,Exceeding Target,0.93,Exceeding Target,0.95,Exceeding Target,0.99,Exceeding Target,Exceeding Target,3.73,3.91,62,35,0,0,0,13,16,0,0,0,62,51,0,0,0,20,22,0,0,0,60,50,0,0,0,0,34,0,0,0,60,49,0,0,0,9,35,0,0,0,52,40,0,0,5,5,27,3,0,0,52,42,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 89,02M089,2,40.71687,-74.01362,NEW YORK,10282,PK,5,0.068,181382.06,0.04,0.16,0.02,0.14,0.16,0.62,0.96,0.06,0.95,Meeting Target,0.94,Meeting Target,0.98,Exceeding Target,0.9,Exceeding Target,0.93,Exceeding Target,0.97,Exceeding Target,Exceeding Target,3.23,3.71,48,10,0,0,0,0,8,0,0,0,51,28,0,0,5,0,17,0,0,0,59,31,0,0,4,0,19,0,0,0,59,35,0,0,3,0,26,0,0,0,46,20,0,0,0,7,8,0,0,0,47,23,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.H.S. 104 SIMON BARUCH,02M104,2,40.73573,-73.98061,NEW YORK,10010,6,8,0.522,NA,0.05,0.4,0.08,0.21,0.29,0.28,0.96,0.11,0.87,Meeting Target,0.89,Exceeding Target,0.85,Meeting Target,0.84,Meeting Target,0.7,Approaching Target,0.92,Meeting Target,Exceeding Target,3.05,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,91,0,2,11,36,39,0,0,29,358,152,0,1,14,65,65,0,3,50,376,109,1,0,10,44,52,2,0,39,379,153,1,1,9,75,63,4,0,63,318,67,0,5,6,27,28,0,0,27,213,23,0,0,2,17,4,0,0,17
P.S. 111 ADOLPH S. OCHS,02M111,2,40.76583,-73.9896,NEW YORK,10019,PK,5,0.645,70970.41,0.12,0.18,0.16,0.5,0.66,0.13,0.92,0.26,0.89,Approaching Target,0.79,Approaching Target,0.81,Approaching Target,0.74,Approaching Target,0.88,Meeting Target,0.86,Meeting Target,Meeting Target,2.39,2.47,43,6,0,0,0,5,1,0,1,1,46,13,0,0,2,7,4,0,2,7,45,2,0,0,1,0,0,0,0,1,45,2,0,0,0,0,0,0,0,0,47,5,0,0,0,1,3,0,0,2,49,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,1,3,1,0,0,0,2,47,6,0,1,3,2,0,0,1,1
EAST SIDE MIDDLE SCHOOL,02M114,2,40.78065,-73.94754,NEW YORK,10028,6,8,0.104,NA,0,0.15,0.03,0.09,0.12,0.66,0.98,0.02,0.92,Exceeding Target,0.96,Exceeding Target,0.92,Exceeding Target,0.94,Exceeding Target,0.82,Meeting Target,0.96,Exceeding Target,Exceeding Target,3.66,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,103,0,0,5,15,68,9,0,0,145,132,0,0,0,20,88,0,0,0,140,80,3,0,8,16,46,0,0,5,140,116,5,0,10,23,73,0,0,9,146,88,0,1,9,15,59,0,0,10,146,91,0,2,9,18,57,0,0,11
P.S. 116 MARY LINDLEY MURRAY,02M116,2,40.74442,-73.97763,NEW YORK,10016,0K,5,0.307,96174.16,0.11,0.2,0.09,0.22,0.3,0.44,0.95,0.14,0.92,Exceeding Target,0.92,Exceeding Target,0.95,Meeting Target,0.83,Meeting Target,0.9,Exceeding Target,0.92,Meeting Target,Meeting Target,3.07,3.17,87,16,0,0,2,5,6,0,0,2,92,21,0,0,1,10,8,0,2,5,109,28,0,0,2,8,15,0,0,2,115,36,0,0,2,15,18,0,4,3,118,33,0,0,3,6,24,0,0,5,121,30,0,0,2,6,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 124 YUNG WING,02M124,2,40.71443,-73.99553,NEW YORK,10002,PK,5,0.578,42493.71,0.29,0.95,0,0.03,0.03,0.01,0.98,0.02,0.83,Approaching Target,0.77,Approaching Target,0.94,Exceeding Target,0.65,Approaching Target,0.8,Approaching Target,0.85,Meeting Target,Exceeding Target,3.1,3.55,125,26,0,0,0,24,0,0,0,12,126,64,0,0,0,60,0,0,4,30,136,50,0,0,0,0,0,0,0,24,137,80,0,0,0,0,0,0,6,37,130,19,0,0,0,18,0,0,0,7,131,49,0,0,0,48,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 126 JACOB AUGUST RIIS,02M126,2,40.71045,-73.997,NEW YORK,10038,PK,8,0.728,38919.61,0.17,0.59,0.11,0.21,0.32,0.08,0.96,0.1,0.91,Exceeding Target,0.93,Exceeding Target,0.91,Exceeding Target,0.89,Exceeding Target,0.82,Approaching Target,0.95,Exceeding Target,Exceeding Target,2.93,3.29,70,6,0,0,0,6,0,0,0,5,73,18,0,0,0,17,0,0,1,15,53,7,0,0,0,6,0,0,0,0,54,19,0,0,1,17,0,0,1,0,50,1,0,0,0,1,0,0,0,0,52,10,0,0,0,10,0,0,1,0,116,31,0,2,2,18,6,3,0,17,116,67,0,0,6,44,11,0,2,40,103,32,0,0,4,17,9,0,0,20,104,44,0,0,2,30,11,0,0,29,103,42,0,0,6,27,8,0,0,18,0,0,0,0,0,0,0,0,0,0
P.S. 130 HERNANDO DE SOTO,02M130,2,40.71882,-73.99826,NEW YORK,10013,PK,5,0.616,59851.21,0.13,0.88,0.01,0.05,0.06,0.03,0.99,0.02,0.98,Meeting Target,0.97,Exceeding Target,0.97,Exceeding Target,0.96,Exceeding Target,0.9,Exceeding Target,0.99,Exceeding Target,Exceeding Target,3.09,3.61,167,30,0,0,1,27,0,0,0,10,167,96,0,0,2,87,0,0,0,40,173,65,0,0,3,56,0,0,0,25,175,91,0,0,4,82,0,0,1,39,129,40,0,0,0,39,0,0,0,19,130,74,0,0,1,70,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S. 131,02M131,2,40.71621,-73.99356,NEW YORK,10002,6,8,0.837,NA,0.35,0.77,0.08,0.14,0.22,0,0.97,0.09,0.86,Meeting Target,0.92,Meeting Target,0.91,Meeting Target,0.86,Meeting Target,0.78,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.49,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5,0,0,0,5,0,0,0,5,92,20,0,0,0,19,0,0,4,19,140,18,0,0,0,18,0,0,0,0,154,32,0,0,0,32,0,0,4,0,118,14,0,0,2,12,0,0,0,12,128,35,0,0,0,35,0,0,11,34
P.S. 150,02M150,2,40.71808,-74.01094,NEW YORK,10013,PK,5,0.196,132795.44,0.02,0.16,0.05,0.14,0.19,0.55,0.95,0.05,0.95,Meeting Target,0.9,Meeting Target,0.96,Exceeding Target,0.9,Exceeding Target,0.95,Exceeding Target,0.97,Exceeding Target,Exceeding Target,3.37,3.43,25,8,0,0,0,0,4,0,0,0,25,14,0,0,0,0,10,0,0,0,26,15,0,0,0,0,12,0,0,2,26,17,0,0,0,0,11,0,0,3,24,10,0,0,2,0,6,0,0,0,25,12,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YORKVILLE COMMUNITY SCHOOL,02M151,2,40.77792,-73.94732,NEW YORK,10128,0K,5,0.367,81690.71,0.07,0.07,0.14,0.27,0.41,0.47,0.94,0.16,0.96,Exceeding Target,0.96,Meeting Target,0.93,Meeting Target,0.9,Exceeding Target,0.92,Exceeding Target,0.95,Exceeding Target,Meeting Target,2.83,3.2,83,18,0,0,3,3,9,3,0,2,86,40,0,0,5,4,27,4,2,4,107,41,0,0,3,0,32,0,0,1,109,44,0,1,4,0,32,0,1,1,77,14,0,0,1,0,10,0,0,0,80,22,0,1,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 158 BAYARD TAYLOR,02M158,2,40.7702,-73.95073,NEW YORK,10021,PK,5,0.11,94194.68,0.05,0.11,0.04,0.1,0.14,0.71,0.96,0.08,0.96,Exceeding Target,0.87,Exceeding Target,0.96,Exceeding Target,0.8,Meeting Target,0.89,Meeting Target,0.89,Meeting Target,Exceeding Target,3.49,3.74,112,32,0,0,3,4,24,0,0,0,116,71,0,0,5,5,56,0,3,3,82,53,0,0,1,3,45,0,0,4,84,45,0,0,1,4,38,0,2,3,107,41,0,0,3,12,23,0,0,5,106,49,0,0,5,7,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
